"filename", "language", "Ini", "JSON", "C", "YAML", "C++", "ARM", "JSON with Comments", "CMake", "Makefile", "Docker", "Markdown", "HTML", "Python", "Go", "Shell Script", "Groovy", "Batch", "XML", "CSS", "Properties", "Diff", "comment", "blank", "total"
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\StatisticsFunctionsF16.c", "C", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 2, 48
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_absmax_f16.c", "C", 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 24, 274
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_absmax_f32.c", "C", 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 27, 260
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_absmax_f64.c", "C", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 15, 92
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_absmax_no_idx_f16.c", "C", 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 22, 228
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_absmax_no_idx_f32.c", "C", 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 23, 225
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_absmax_no_idx_f64.c", "C", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 35, 155
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_absmax_no_idx_q15.c", "C", 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 17, 204
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_absmax_no_idx_q31.c", "C", 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 17, 204
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_absmax_no_idx_q7.c", "C", 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 21, 209
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_absmax_q15.c", "C", 0, 0, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 23, 236
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_absmax_q31.c", "C", 0, 0, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 23, 236
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_absmax_q7.c", "C", 0, 0, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 28, 294
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_absmin_f16.c", "C", 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 26, 276
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_absmin_f32.c", "C", 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 24, 279
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_absmin_f64.c", "C", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 13, 90
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_absmin_no_idx_f16.c", "C", 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 24, 230
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_absmin_no_idx_f32.c", "C", 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 22, 226
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_absmin_no_idx_f64.c", "C", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 29, 149
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_absmin_no_idx_q15.c", "C", 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 19, 222
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_absmin_no_idx_q31.c", "C", 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 18, 221
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_absmin_no_idx_q7.c", "C", 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 20, 223
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_absmin_q15.c", "C", 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 21, 269
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_absmin_q31.c", "C", 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 21, 269
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_absmin_q7.c", "C", 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 25, 322
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_accumulate_f16.c", "C", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 26, 121
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_accumulate_f32.c", "C", 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 44, 209
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_accumulate_f64.c", "C", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 25, 127
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_entropy_f16.c", "C", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 34, 141
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_entropy_f32.c", "C", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 44, 175
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_entropy_f64.c", "C", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 14, 78
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_kullback_leibler_f16.c", "C", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 34, 153
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_kullback_leibler_f32.c", "C", 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 45, 194
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_kullback_leibler_f64.c", "C", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 12, 76
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_logsumexp_dot_prod_f16.c", "C", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 15, 85
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_logsumexp_dot_prod_f32.c", "C", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 10, 69
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_logsumexp_f16.c", "C", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 37, 173
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_logsumexp_f32.c", "C", 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 59, 278
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_max_f16.c", "C", 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 46, 246
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_max_f32.c", "C", 0, 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 67, 365
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_max_f64.c", "C", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 13, 90
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_max_no_idx_f16.c", "C", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 28, 144
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_max_no_idx_f32.c", "C", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 24, 138
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_max_no_idx_f64.c", "C", 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 27, 140
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_max_no_idx_q15.c", "C", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 20, 142
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_max_no_idx_q31.c", "C", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 20, 142
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_max_no_idx_q7.c", "C", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 21, 143
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_max_q15.c", "C", 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 35, 201
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_max_q31.c", "C", 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 36, 202
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_max_q7.c", "C", 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 38, 256
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_mean_f16.c", "C", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 34, 152
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_mean_f32.c", "C", 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 42, 198
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_mean_f64.c", "C", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 20, 118
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_mean_q15.c", "C", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 26, 156
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_mean_q31.c", "C", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 27, 149
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_mean_q7.c", "C", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 26, 153
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_min_f16.c", "C", 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 39, 240
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_min_f32.c", "C", 0, 0, 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 61, 363
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_min_f64.c", "C", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 13, 90
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_min_no_idx_f16.c", "C", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 28, 144
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_min_no_idx_f32.c", "C", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 24, 138
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_min_no_idx_f64.c", "C", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 13, 98
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_min_no_idx_q15.c", "C", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 20, 142
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_min_no_idx_q31.c", "C", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 19, 141
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_min_no_idx_q7.c", "C", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 19, 141
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_min_q15.c", "C", 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 37, 203
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_min_q31.c", "C", 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 37, 203
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_min_q7.c", "C", 0, 0, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 39, 284
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_mse_f16.c", "C", 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 45, 203
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_mse_f32.c", "C", 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 51, 247
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_mse_f64.c", "C", 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 27, 136
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_mse_q15.c", "C", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 35, 175
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_mse_q31.c", "C", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 35, 176
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_mse_q7.c", "C", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 32, 179
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_power_f16.c", "C", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 36, 152
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_power_f32.c", "C", 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 39, 229
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_power_f64.c", "C", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 22, 128
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_power_q15.c", "C", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 31, 177
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_power_q31.c", "C", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 28, 165
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_power_q7.c", "C", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 31, 180
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_rms_f16.c", "C", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 33, 136
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_rms_f32.c", "C", 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 35, 192
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_rms_q15.c", "C", 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 26, 149
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_rms_q31.c", "C", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 26, 141
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_std_f16.c", "C", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 12, 67
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_std_f32.c", "C", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 7, 83
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_std_f64.c", "C", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 6, 59
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_std_q15.c", "C", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 28, 173
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_std_q31.c", "C", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 26, 159
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_var_f16.c", "C", 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 53, 209
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_var_f32.c", "C", 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 61, 293
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_var_f64.c", "C", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 13, 101
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_var_q15.c", "C", 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 38, 230
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\StatisticsFunctions\arm_var_q31.c", "C", 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 36, 214
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\SupportFunctions\Config.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 68
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\SupportFunctions\SupportFunctions.c", "C", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 3, 72
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\Source\SupportFunctions\SupportFunctionsF16.c", "C", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 2, 39
